Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,IMU.header.seq,IMU.header.stamp.secs,IMU.header.stamp.nsecs,IMU.header.frame_id,IMU.orientation.x,IMU.orientation.y,IMU.orientation.z,IMU.orientation.w,IMU.orientation_covariance,IMU.angular_velocity.x,IMU.angular_velocity.y,IMU.angular_velocity.z,IMU.angular_velocity_covariance,IMU.linear_acceleration.x,IMU.linear_acceleration.y,IMU.linear_acceleration.z,IMU.linear_acceleration_covariance,MagField.header.seq,MagField.header.stamp.secs,MagField.header.stamp.nsecs,MagField.header.frame_id,MagField.magnetic_field.x,MagField.magnetic_field.y,MagField.magnetic_field.z,MagField.magnetic_field_covariance,raw
1700075641.914766,0,1700075641,871973514,IMU1_Frame,0,1700075641,871973514,IMU1_Frame,0.01567849547760324,0.03684818243617275,-0.2488564233490883,0.967712186958813,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.003538,-0.006351,-0.293485,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.023,-0.653,-10.108,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075641,871973514,IMU1_Frame,-2.18e-05,1.9719999999999998e-05,3.906e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-028.816,+004.538,+000.690,-00.2180,+00.1972,+00.3906,-00.023,-00.653,-10.108,+00.003538,-00.006351,-00.293485*66
"
1700075641.91481,0,1700075641,897012233,IMU1_Frame,0,1700075641,897012233,IMU1_Frame,0.01564363479461966,0.03672665937700357,-0.25239658383549707,0.9668000794629616,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.013207,-0.003736,-0.291029,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.099,-0.581,-10.06,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075641,897012233,IMU1_Frame,-2.164e-05,1.964e-05,3.925e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-029.236,+004.526,+000.673,-00.2164,+00.1964,+00.3925,+00.099,-00.581,-10.060,+00.013207,-00.003736,-00.291029*6F
"
1700075641.9585612,0,1700075641,921901941,IMU1_Frame,0,1700075641,921901941,IMU1_Frame,0.015744885172656202,0.03665103646924581,-0.2559038291161516,0.9658788901101014,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.021868,0.003973,-0.288127,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.082,-0.727,-9.975,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075641,921901941,IMU1_Frame,-2.179e-05,1.989e-05,3.933e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-029.652,+004.523,+000.670,-00.2179,+00.1989,+00.3933,+00.082,-00.727,-09.975,+00.021868,+00.003973,-00.288127*6A
"
1700075641.958591,0,1700075641,947144985,IMU1_Frame,0,1700075641,947144985,IMU1_Frame,0.015935117916248014,0.03664154822441267,-0.2593930271661989,0.9649449343969162,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.026211,0.009586,-0.287243,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.031,-0.794,-10.147,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075641,947144985,IMU1_Frame,-2.211e-05,2.007e-05,3.913e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-030.066,+004.530,+000.675,-00.2211,+00.2007,+00.3913,-00.031,-00.794,-10.147,+00.026211,+00.009586,-00.287243*61
"
1700075642.0026097,0,1700075641,972347974,IMU1_Frame,0,1700075641,972347974,IMU1_Frame,0.016160524099957684,0.0366576529817135,-0.2628964416326966,0.9639919682837369,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.026859,0.008395,-0.289424,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.019,-0.868,-9.973,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075641,972347974,IMU1_Frame,-2.202e-05,2.048e-05,3.94e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-030.482,+004.541,+000.683,-00.2202,+00.2048,+00.3940,+00.019,-00.868,-09.973,+00.026859,+00.008395,-00.289424*62
"
1700075642.0030642,0,1700075641,996877670,IMU1_Frame,0,1700075641,996877670,IMU1_Frame,0.016366004953445507,0.036696244240719766,-0.2664037247430832,0.9630236731168662,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.024816,0.009919,-0.290356,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.104,-0.751,-9.839,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075641,996877670,IMU1_Frame,-2.219e-05,2.007e-05,3.875e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-030.899,+004.554,+000.688,-00.2219,+00.2007,+00.3875,+00.104,-00.751,-09.839,+00.024816,+00.009919,-00.290356*66
"
1700075642.0465279,0,1700075642,21825075,IMU1_Frame,0,1700075642,21825075,IMU1_Frame,0.016568237650510596,0.03671659682880477,-0.26993271972921323,0.9620362320817535,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.02713,0.004356,-0.289417,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.019,-0.681,-9.89,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075642,21825075,IMU1_Frame,-2.211e-05,1.973e-05,3.922e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-031.319,+004.565,+000.693,-00.2211,+00.1973,+00.3922,-00.019,-00.681,-09.890,+00.027130,+00.004356,-00.289417*62
"
1700075642.0906346,0,1700075642,46847343,IMU1_Frame,0,1700075642,46847343,IMU1_Frame,0.016814930641805902,0.036669073812199096,-0.2734521786986373,0.9610393036178256,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.030751,0.001481,-0.290251,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.091,-0.832,-9.716,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075642,46847343,IMU1_Frame,-2.235e-05,1.991e-05,3.8929999999999995e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-031.738,+004.570,+000.705,-00.2235,+00.1991,+00.3893,-00.091,-00.832,-09.716,+00.030751,+00.001481,-00.290251*6A
"
1700075642.090668,0,1700075642,71859598,IMU1_Frame,0,1700075642,71859598,IMU1_Frame,0.01711531477149561,0.036586559860687366,-0.2769702848041423,0.9600291406896696,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.038996,-0.004348,-0.288776,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.21,-0.743,-9.646,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075642,71859598,IMU1_Frame,-2.2270000000000002e-05,1.982e-05,3.875e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-032.157,+004.573,+000.724,-00.2227,+00.1982,+00.3875,+00.210,-00.743,-09.646,+00.038996,-00.004348,-00.288776*6A
"
1700075642.1346662,0,1700075642,96978425,IMU1_Frame,0,1700075642,96978425,IMU1_Frame,0.017455524650945197,0.036427222905358644,-0.28045371341743475,0.9590172452677456,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.040573,-0.0112,-0.286701,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.197,-0.706,-9.454,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075642,96978425,IMU1_Frame,-2.258e-05,2.025e-05,3.91e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-032.572,+004.569,+000.750,-00.2258,+00.2025,+00.3910,+00.197,-00.706,-09.454,+00.040573,-00.011200,-00.286701*6F
"
1700075642.1347132,0,1700075642,121855258,IMU1_Frame,0,1700075642,121855258,IMU1_Frame,0.017772810880009524,0.036227192075513566,-0.283899868540447,0.9580044793164927,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.036742,-0.014633,-0.284095,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.161,-0.922,-9.556,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075642,121855258,IMU1_Frame,-2.282e-05,2.026e-05,3.8990000000000004e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-032.983,+004.560,+000.775,-00.2282,+00.2026,+00.3899,+00.161,-00.922,-09.556,+00.036742,-00.014633,-00.284095*6D
"
1700075642.182574,0,1700075642,146796941,IMU1_Frame,0,1700075642,146796941,IMU1_Frame,0.018016125895982744,0.03602918015736079,-0.28731483226474175,0.956988769289155,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.033512,-0.01677,-0.281766,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.186,-0.877,-9.565,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075642,146796941,IMU1_Frame,-2.29e-05,2.0430000000000003e-05,3.87e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-033.391,+004.549,+000.792,-00.2290,+00.2043,+00.3870,+00.186,-00.877,-09.565,+00.033512,-00.016770,-00.281766*60
"
1700075642.1826022,0,1700075642,171815395,IMU1_Frame,0,1700075642,171815395,IMU1_Frame,0.01823778764277093,0.035827262314657854,-0.29069217253188295,0.9559716790813565,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.031524,-0.015209,-0.278773,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.26,-0.815,-9.391,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075642,171815395,IMU1_Frame,-2.297e-05,2.06e-05,3.907e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-033.795,+004.537,+000.807,-00.2297,+00.2060,+00.3907,+00.260,-00.815,-09.391,+00.031524,-00.015209,-00.278773*62
"
1700075642.2265615,0,1700075642,196807384,IMU1_Frame,0,1700075642,196807384,IMU1_Frame,0.01843197728498822,0.0356598211166732,-0.2940478417403849,0.9549473839636999,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.027956,-0.013534,-0.276752,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.341,-0.819,-9.482,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075642,196807384,IMU1_Frame,-2.298e-05,2.06e-05,3.888e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-034.197,+004.528,+000.818,-00.2298,+00.2060,+00.3888,+00.341,-00.819,-09.482,+00.027956,-00.013534,-00.276752*6F
"
1700075642.228869,0,1700075642,221755981,IMU1_Frame,0,1700075642,221755981,IMU1_Frame,0.018598759833777977,0.035527304895254526,-0.2973735430664454,0.9539186928788186,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.024871,-0.009641,-0.277645,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.309,-0.919,-9.565,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075642,221755981,IMU1_Frame,-2.298e-05,2.0430000000000003e-05,3.8979999999999996e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-034.596,+004.522,+000.825,-00.2298,+00.2043,+00.3898,+00.309,-00.919,-09.565,+00.024871,-00.009641,-00.277645*60
"
1700075642.2706141,0,1700075642,246898174,IMU1_Frame,0,1700075642,246898174,IMU1_Frame,0.018758379788248267,0.03543273965742227,-0.3006865317043251,0.9528799786960125,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.021868,-0.00653,-0.277518,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.298,-1.003,-9.46,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075642,246898174,IMU1_Frame,-2.338e-05,2.044e-05,3.849e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-034.994,+004.520,+000.830,-00.2338,+00.2044,+00.3849,+00.298,-01.003,-09.460,+00.021868,-00.006530,-00.277518*6A
"
1700075642.318602,0,1700075642,271713495,IMU1_Frame,0,1700075642,271713495,IMU1_Frame,0.018903187306246204,0.03540609551747341,-0.3040026519463825,0.9518253335142111,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.020884,-0.002284,-0.278727,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.48,-1.116,-9.536,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075642,271713495,IMU1_Frame,-2.3369999999999998e-05,2.061e-05,3.8769999999999996e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-035.393,+004.525,+000.831,-00.2337,+00.2061,+00.3877,+00.480,-01.116,-09.536,+00.020884,-00.002284,-00.278727*61
"
1700075642.3186178,0,1700075642,296738624,IMU1_Frame,0,1700075642,296738624,IMU1_Frame,0.01903416292933366,0.03541994526212347,-0.30732226000344415,0.9507555714407269,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.016322,0.000397,-0.2787,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.479,-1.177,-9.407,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075642,296738624,IMU1_Frame,-2.353e-05,2.078e-05,3.885e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-035.793,+004.534,+000.829,-00.2353,+00.2078,+00.3885,+00.479,-01.177,-09.407,+00.016322,+00.000397,-00.278700*69
"
1700075642.366661,0,1700075642,321757793,IMU1_Frame,0,1700075642,321757793,IMU1_Frame,0.019102012313480424,0.03549069752442596,-0.31064340961793235,0.9496716251293132,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.009098,0.002193,-0.27925,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.564,-1.364,-9.486,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075642,321757793,IMU1_Frame,-2.3449999999999997e-05,2.053e-05,3.9040000000000006e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-036.194,+004.547,+000.818,-00.2345,+00.2053,+00.3904,+00.564,-01.364,-09.486,+00.009098,+00.002193,-00.279250*66
"
1700075642.3667123,0,1700075642,346861600,IMU1_Frame,0,1700075642,346861600,IMU1_Frame,0.019097021677385344,0.03558556443613535,-0.3139827484196543,0.9485693464695425,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.003352,0.001991,-0.281257,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.492,-1.211,-9.359,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075642,346861600,IMU1_Frame,-2.377e-05,2.062e-05,3.911e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-036.598,+004.560,+000.798,-00.2377,+00.2062,+00.3911,+00.492,-01.211,-09.359,+00.003352,+00.001991,-00.281257*63
"
1700075642.414551,0,1700075642,371725320,IMU1_Frame,0,1700075642,371725320,IMU1_Frame,0.01902403018422099,0.0356947871681498,-0.31731568803829274,0.9474569766323719,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000705,0.004181,-0.281989,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.764,-0.972,-9.495,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075642,371725320,IMU1_Frame,-2.4010000000000002e-05,2.071e-05,3.882e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-037.002,+004.572,+000.770,-00.2401,+00.2071,+00.3882,+00.764,-00.972,-09.495,-00.000705,+00.004181,-00.281989*6B
"
1700075642.4145687,0,1700075642,396869182,IMU1_Frame,0,1700075642,396869182,IMU1_Frame,0.018930257333808195,0.03579387341828237,-0.3206523663474392,0.946331075226202,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000625,0.004218,-0.281721,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.76,-1.002,-9.419,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075642,396869182,IMU1_Frame,-2.4010000000000002e-05,2.063e-05,3.854e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-037.407,+004.582,+000.740,-00.2401,+00.2063,+00.3854,+00.760,-01.002,-09.419,-00.000625,+00.004218,-00.281721*6D
"
1700075642.4587307,0,1700075642,421901464,IMU1_Frame,0,1700075642,421901464,IMU1_Frame,0.018792826226792025,0.035872537351680514,-0.323975730134799,0.9451982421851967,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.004349,0.001905,-0.28082,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.623,-0.91,-9.614,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075642,421901464,IMU1_Frame,-2.425e-05,2.047e-05,3.908e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-037.811,+004.588,+000.706,-00.2425,+00.2047,+00.3908,+00.623,-00.910,-09.614,-00.004349,+00.001905,-00.280820*62
"
1700075642.4587843,0,1700075642,446608781,IMU1_Frame,0,1700075642,446608781,IMU1_Frame,0.018669817050412138,0.035966396207268256,-0.3272869759088612,0.9440556613227836,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.003487,0.003269,-0.281087,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.62,-0.94,-9.706,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075642,446608781,IMU1_Frame,-2.417e-05,2.046e-05,3.881e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-038.214,+004.596,+000.673,-00.2417,+00.2046,+00.3881,+00.620,-00.940,-09.706,-00.003487,+00.003269,-00.281087*6F
"
1700075642.5067673,0,1700075642,471607446,IMU1_Frame,0,1700075642,471607446,IMU1_Frame,0.018520766504583744,0.03606166051822294,-0.33060970795523714,0.9428964730311085,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.004839,0.001999,-0.281747,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.75,-0.96,-9.765,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075642,471607446,IMU1_Frame,-2.425e-05,2.047e-05,3.871e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-038.619,+004.603,+000.637,-00.2425,+00.2047,+00.3871,+00.750,-00.960,-09.765,-00.004839,+00.001999,-00.281747*64
"
1700075642.5067914,0,1700075642,496594429,IMU1_Frame,0,1700075642,496594429,IMU1_Frame,0.01836991300501022,0.036177934693799436,-0.3339195820959273,0.9417278885274455,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.003563,0.005216,-0.281493,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.765,-0.795,-9.632,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075642,496594429,IMU1_Frame,-2.433e-05,2.047e-05,3.889e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-039.023,+004.612,+000.600,-00.2433,+00.2047,+00.3889,+00.765,-00.795,-09.632,-00.003563,+00.005216,-00.281493*68
"
1700075642.5467427,0,1700075642,521618843,IMU1_Frame,0,1700075642,521618843,IMU1_Frame,0.018244419804491215,0.036287044766165184,-0.3372179832299838,0.940550064225418,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.003365,0.007693,-0.280657,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.677,-0.813,-9.627,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075642,521618843,IMU1_Frame,-2.4410000000000002e-05,2.039e-05,3.861e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-039.426,+004.621,+000.566,-00.2441,+00.2039,+00.3861,+00.677,-00.813,-09.627,-00.003365,+00.007693,-00.280657*67
"
1700075642.5529597,0,1700075642,546672105,IMU1_Frame,0,1700075642,546672105,IMU1_Frame,0.018180592675629364,0.036384718142109106,-0.3405224928706476,0.9393561891981347,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.00297,0.007866,-0.28203,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.666,-0.705,-9.627,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075642,546672105,IMU1_Frame,-2.457e-05,2.022e-05,3.897e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-039.830,+004.631,+000.539,-00.2457,+00.2022,+00.3897,+00.666,-00.705,-09.627,+00.002970,+00.007866,-00.282030*63
"
1700075642.594803,0,1700075642,571793317,IMU1_Frame,0,1700075642,571793317,IMU1_Frame,0.01816429489053544,0.03648482028017011,-0.3438159510930011,0.9381521774500491,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.005114,0.009058,-0.281316,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.795,-0.72,-9.527,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075642,571793317,IMU1_Frame,-2.4809999999999998e-05,2.0399999999999998e-05,3.886e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-040.233,+004.643,+000.517,-00.2481,+00.2040,+00.3886,+00.795,-00.720,-09.527,+00.005114,+00.009058,-00.281316*69
"
1700075642.6426237,0,1700075642,596614360,IMU1_Frame,0,1700075642,596614360,IMU1_Frame,0.01817526241042807,0.03655717046183938,-0.3470983735354415,0.9369396737320856,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.007774,0.010175,-0.281447,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.798,-0.764,-9.55,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075642,596614360,IMU1_Frame,-2.4809999999999998e-05,2.0399999999999998e-05,3.859e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-040.635,+004.653,+000.499,-00.2481,+00.2040,+00.3859,+00.798,-00.764,-09.550,+00.007774,+00.010175,-00.281447*65
"
1700075642.6426985,0,1700075642,621697902,IMU1_Frame,0,1700075642,621697902,IMU1_Frame,0.018173366753579133,0.03664433008457158,-0.350367587845969,0.9357186944806061,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.002039,0.012958,-0.280074,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.745,-0.862,-9.621,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,1700075642,621697902,IMU1_Frame,-2.489e-05,2.0399999999999998e-05,3.886e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-041.036,+004.664,+000.479,-00.2489,+00.2040,+00.3886,+00.745,-00.862,-09.621,+00.002039,+00.012958,-00.280074*66
"
